Date,NAV,Fund,Fund_Type
14-02-2018 00:00,13.1881,Nippon India Gold Savings Dir Gr,Domestic
12-02-2018 00:00,13.1246,Nippon India Gold Savings Dir Gr,Domestic
09-02-2018 00:00,13.0962,Nippon India Gold Savings Dir Gr,Domestic
08-02-2018 00:00,13.0194,Nippon India Gold Savings Dir Gr,Domestic
07-02-2018 00:00,13.1735,Nippon India Gold Savings Dir Gr,Domestic
06-02-2018 00:00,13.3025,Nippon India Gold Savings Dir Gr,Domestic
05-02-2018 00:00,13.2143,Nippon India Gold Savings Dir Gr,Domestic
02-02-2018 00:00,13.2974,Nippon India Gold Savings Dir Gr,Domestic
01-02-2018 00:00,13.194,Nippon India Gold Savings Dir Gr,Domestic
31-01-2018 00:00,13.168,Nippon India Gold Savings Dir Gr,Domestic
30-01-2018 00:00,13.1965,Nippon India Gold Savings Dir Gr,Domestic
29-01-2018 00:00,13.1955,Nippon India Gold Savings Dir Gr,Domestic
25-01-2018 00:00,13.2867,Nippon India Gold Savings Dir Gr,Domestic
24-01-2018 00:00,13.19,Nippon India Gold Savings Dir Gr,Domestic
23-01-2018 00:00,13.1226,Nippon India Gold Savings Dir Gr,Domestic
22-01-2018 00:00,13.0765,Nippon India Gold Savings Dir Gr,Domestic
19-01-2018 00:00,13.0989,Nippon India Gold Savings Dir Gr,Domestic
18-01-2018 00:00,13.0416,Nippon India Gold Savings Dir Gr,Domestic
17-01-2018 00:00,13.1319,Nippon India Gold Savings Dir Gr,Domestic
16-01-2018 00:00,13.15,Nippon India Gold Savings Dir Gr,Domestic
15-01-2018 00:00,13.1,Nippon India Gold Savings Dir Gr,Domestic
12-01-2018 00:00,13.019,Nippon India Gold Savings Dir Gr,Domestic
11-01-2018 00:00,12.9391,Nippon India Gold Savings Dir Gr,Domestic
10-01-2018 00:00,12.8913,Nippon India Gold Savings Dir Gr,Domestic
09-01-2018 00:00,12.9006,Nippon India Gold Savings Dir Gr,Domestic
08-01-2018 00:00,12.8673,Nippon India Gold Savings Dir Gr,Domestic
05-01-2018 00:00,12.8523,Nippon India Gold Savings Dir Gr,Domestic
04-01-2018 00:00,12.8316,Nippon India Gold Savings Dir Gr,Domestic
03-01-2018 00:00,12.8635,Nippon India Gold Savings Dir Gr,Domestic
02-01-2018 00:00,12.8628,Nippon India Gold Savings Dir Gr,Domestic
01-01-2018 00:00,12.8504,Nippon India Gold Savings Dir Gr,Domestic
29-12-2017 00:00,12.7688,Nippon India Gold Savings Dir Gr,Domestic
28-12-2017 00:00,12.8195,Nippon India Gold Savings Dir Gr,Domestic
27-12-2017 00:00,12.7189,Nippon India Gold Savings Dir Gr,Domestic
26-12-2017 00:00,12.6398,Nippon India Gold Savings Dir Gr,Domestic
22-12-2017 00:00,12.5386,Nippon India Gold Savings Dir Gr,Domestic
21-12-2017 00:00,12.5192,Nippon India Gold Savings Dir Gr,Domestic
20-12-2017 00:00,12.5122,Nippon India Gold Savings Dir Gr,Domestic
19-12-2017 00:00,12.5032,Nippon India Gold Savings Dir Gr,Domestic
18-12-2017 00:00,12.46,Nippon India Gold Savings Dir Gr,Domestic
15-12-2017 00:00,12.4657,Nippon India Gold Savings Dir Gr,Domestic
14-12-2017 00:00,12.5151,Nippon India Gold Savings Dir Gr,Domestic
13-12-2017 00:00,12.4125,Nippon India Gold Savings Dir Gr,Domestic
12-12-2017 00:00,12.4626,Nippon India Gold Savings Dir Gr,Domestic
11-12-2017 00:00,12.4663,Nippon India Gold Savings Dir Gr,Domestic
08-12-2017 00:00,12.4598,Nippon India Gold Savings Dir Gr,Domestic
07-12-2017 00:00,12.5853,Nippon India Gold Savings Dir Gr,Domestic
06-12-2017 00:00,12.6666,Nippon India Gold Savings Dir Gr,Domestic
05-12-2017 00:00,12.7238,Nippon India Gold Savings Dir Gr,Domestic
04-12-2017 00:00,12.6968,Nippon India Gold Savings Dir Gr,Domestic
01-12-2017 00:00,12.7592,Nippon India Gold Savings Dir Gr,Domestic
30-11-2017 00:00,12.7855,Nippon India Gold Savings Dir Gr,Domestic
29-11-2017 00:00,12.8826,Nippon India Gold Savings Dir Gr,Domestic
28-11-2017 00:00,12.8741,Nippon India Gold Savings Dir Gr,Domestic
27-11-2017 00:00,12.8795,Nippon India Gold Savings Dir Gr,Domestic
24-11-2017 00:00,12.8993,Nippon India Gold Savings Dir Gr,Domestic
23-11-2017 00:00,12.8823,Nippon India Gold Savings Dir Gr,Domestic
22-11-2017 00:00,12.8631,Nippon India Gold Savings Dir Gr,Domestic
21-11-2017 00:00,12.856,Nippon India Gold Savings Dir Gr,Domestic
20-11-2017 00:00,12.9681,Nippon India Gold Savings Dir Gr,Domestic
17-11-2017 00:00,12.8652,Nippon India Gold Savings Dir Gr,Domestic
16-11-2017 00:00,12.8399,Nippon India Gold Savings Dir Gr,Domestic
15-11-2017 00:00,12.9195,Nippon India Gold Savings Dir Gr,Domestic
14-11-2017 00:00,12.8491,Nippon India Gold Savings Dir Gr,Domestic
13-11-2017 00:00,12.8861,Nippon India Gold Savings Dir Gr,Domestic
10-11-2017 00:00,12.8968,Nippon India Gold Savings Dir Gr,Domestic
09-11-2017 00:00,12.8518,Nippon India Gold Savings Dir Gr,Domestic
08-11-2017 00:00,12.8419,Nippon India Gold Savings Dir Gr,Domestic
07-11-2017 00:00,12.8293,Nippon India Gold Savings Dir Gr,Domestic
06-11-2017 00:00,12.7125,Nippon India Gold Savings Dir Gr,Domestic
03-11-2017 00:00,12.7713,Nippon India Gold Savings Dir Gr,Domestic
02-11-2017 00:00,12.7754,Nippon India Gold Savings Dir Gr,Domestic
01-11-2017 00:00,12.8027,Nippon India Gold Savings Dir Gr,Domestic
31-10-2017 00:00,12.8202,Nippon India Gold Savings Dir Gr,Domestic
30-10-2017 00:00,12.7754,Nippon India Gold Savings Dir Gr,Domestic
27-10-2017 00:00,12.7743,Nippon India Gold Savings Dir Gr,Domestic
26-10-2017 00:00,12.8498,Nippon India Gold Savings Dir Gr,Domestic
25-10-2017 00:00,12.8674,Nippon India Gold Savings Dir Gr,Domestic
24-10-2017 00:00,12.8913,Nippon India Gold Savings Dir Gr,Domestic
23-10-2017 00:00,12.9097,Nippon India Gold Savings Dir Gr,Domestic
18-10-2017 00:00,12.9337,Nippon India Gold Savings Dir Gr,Domestic
17-10-2017 00:00,13.0247,Nippon India Gold Savings Dir Gr,Domestic
16-10-2017 00:00,13.0749,Nippon India Gold Savings Dir Gr,Domestic
13-10-2017 00:00,13.1101,Nippon India Gold Savings Dir Gr,Domestic
12-10-2017 00:00,13.1028,Nippon India Gold Savings Dir Gr,Domestic
11-10-2017 00:00,13.0499,Nippon India Gold Savings Dir Gr,Domestic
10-10-2017 00:00,13.0118,Nippon India Gold Savings Dir Gr,Domestic
09-10-2017 00:00,12.9776,Nippon India Gold Savings Dir Gr,Domestic
06-10-2017 00:00,12.8395,Nippon India Gold Savings Dir Gr,Domestic
05-10-2017 00:00,12.8727,Nippon India Gold Savings Dir Gr,Domestic
04-10-2017 00:00,12.8995,Nippon India Gold Savings Dir Gr,Domestic
03-10-2017 00:00,12.9245,Nippon India Gold Savings Dir Gr,Domestic
29-09-2017 00:00,12.963,Nippon India Gold Savings Dir Gr,Domestic
28-09-2017 00:00,12.9906,Nippon India Gold Savings Dir Gr,Domestic
27-09-2017 00:00,13.0633,Nippon India Gold Savings Dir Gr,Domestic
26-09-2017 00:00,13.155,Nippon India Gold Savings Dir Gr,Domestic
25-09-2017 00:00,13.0097,Nippon India Gold Savings Dir Gr,Domestic
22-09-2017 00:00,12.9914,Nippon India Gold Savings Dir Gr,Domestic
21-09-2017 00:00,12.9834,Nippon India Gold Savings Dir Gr,Domestic
20-09-2017 00:00,13.0539,Nippon India Gold Savings Dir Gr,Domestic
19-09-2017 00:00,12.9985,Nippon India Gold Savings Dir Gr,Domestic
18-09-2017 00:00,13.0099,Nippon India Gold Savings Dir Gr,Domestic
15-09-2017 00:00,13.1193,Nippon India Gold Savings Dir Gr,Domestic
14-09-2017 00:00,13.079,Nippon India Gold Savings Dir Gr,Domestic
13-09-2017 00:00,13.1616,Nippon India Gold Savings Dir Gr,Domestic
12-09-2017 00:00,13.1018,Nippon India Gold Savings Dir Gr,Domestic
11-09-2017 00:00,13.1692,Nippon India Gold Savings Dir Gr,Domestic
08-09-2017 00:00,13.2811,Nippon India Gold Savings Dir Gr,Domestic
07-09-2017 00:00,13.2097,Nippon India Gold Savings Dir Gr,Domestic
06-09-2017 00:00,13.2642,Nippon India Gold Savings Dir Gr,Domestic
05-09-2017 00:00,13.1505,Nippon India Gold Savings Dir Gr,Domestic
04-09-2017 00:00,13.1897,Nippon India Gold Savings Dir Gr,Domestic
01-09-2017 00:00,13.0392,Nippon India Gold Savings Dir Gr,Domestic
31-08-2017 00:00,12.897,Nippon India Gold Savings Dir Gr,Domestic
30-08-2017 00:00,12.9453,Nippon India Gold Savings Dir Gr,Domestic
29-08-2017 00:00,13.0437,Nippon India Gold Savings Dir Gr,Domestic
28-08-2017 00:00,12.7834,Nippon India Gold Savings Dir Gr,Domestic
24-08-2017 00:00,12.6446,Nippon India Gold Savings Dir Gr,Domestic
23-08-2017 00:00,12.6373,Nippon India Gold Savings Dir Gr,Domestic
22-08-2017 00:00,12.6243,Nippon India Gold Savings Dir Gr,Domestic
21-08-2017 00:00,12.6474,Nippon India Gold Savings Dir Gr,Domestic
18-08-2017 00:00,12.754,Nippon India Gold Savings Dir Gr,Domestic
17-08-2017 00:00,12.7116,Nippon India Gold Savings Dir Gr,Domestic
16-08-2017 00:00,12.5349,Nippon India Gold Savings Dir Gr,Domestic
14-08-2017 00:00,12.6571,Nippon India Gold Savings Dir Gr,Domestic
11-08-2017 00:00,12.7474,Nippon India Gold Savings Dir Gr,Domestic
10-08-2017 00:00,12.6235,Nippon India Gold Savings Dir Gr,Domestic
09-08-2017 00:00,12.53,Nippon India Gold Savings Dir Gr,Domestic
08-08-2017 00:00,12.4406,Nippon India Gold Savings Dir Gr,Domestic
07-08-2017 00:00,12.4241,Nippon India Gold Savings Dir Gr,Domestic
04-08-2017 00:00,12.5489,Nippon India Gold Savings Dir Gr,Domestic
03-08-2017 00:00,12.4205,Nippon India Gold Savings Dir Gr,Domestic
02-08-2017 00:00,12.4515,Nippon India Gold Savings Dir Gr,Domestic
01-08-2017 00:00,12.4746,Nippon India Gold Savings Dir Gr,Domestic
31-07-2017 00:00,12.5004,Nippon India Gold Savings Dir Gr,Domestic
28-07-2017 00:00,12.4736,Nippon India Gold Savings Dir Gr,Domestic
27-07-2017 00:00,12.5313,Nippon India Gold Savings Dir Gr,Domestic
26-07-2017 00:00,12.4302,Nippon India Gold Savings Dir Gr,Domestic
25-07-2017 00:00,12.4846,Nippon India Gold Savings Dir Gr,Domestic
24-07-2017 00:00,12.5357,Nippon India Gold Savings Dir Gr,Domestic
21-07-2017 00:00,12.4534,Nippon India Gold Savings Dir Gr,Domestic
20-07-2017 00:00,12.3856,Nippon India Gold Savings Dir Gr,Domestic
19-07-2017 00:00,12.4004,Nippon India Gold Savings Dir Gr,Domestic
18-07-2017 00:00,12.3764,Nippon India Gold Savings Dir Gr,Domestic
17-07-2017 00:00,12.3369,Nippon India Gold Savings Dir Gr,Domestic
14-07-2017 00:00,12.2433,Nippon India Gold Savings Dir Gr,Domestic
13-07-2017 00:00,12.2635,Nippon India Gold Savings Dir Gr,Domestic
12-07-2017 00:00,12.2576,Nippon India Gold Savings Dir Gr,Domestic
11-07-2017 00:00,12.2312,Nippon India Gold Savings Dir Gr,Domestic
10-07-2017 00:00,12.2042,Nippon India Gold Savings Dir Gr,Domestic
07-07-2017 00:00,12.3456,Nippon India Gold Savings Dir Gr,Domestic
06-07-2017 00:00,12.3882,Nippon India Gold Savings Dir Gr,Domestic
05-07-2017 00:00,12.3581,Nippon India Gold Savings Dir Gr,Domestic
04-07-2017 00:00,12.3703,Nippon India Gold Savings Dir Gr,Domestic
03-07-2017 00:00,12.4867,Nippon India Gold Savings Dir Gr,Domestic
30-06-2017 00:00,12.5306,Nippon India Gold Savings Dir Gr,Domestic
29-06-2017 00:00,12.5632,Nippon India Gold Savings Dir Gr,Domestic
28-06-2017 00:00,12.6389,Nippon India Gold Savings Dir Gr,Domestic
27-06-2017 00:00,12.6795,Nippon India Gold Savings Dir Gr,Domestic
23-06-2017 00:00,12.7029,Nippon India Gold Savings Dir Gr,Domestic
22-06-2017 00:00,12.694,Nippon India Gold Savings Dir Gr,Domestic
21-06-2017 00:00,12.6763,Nippon India Gold Savings Dir Gr,Domestic
20-06-2017 00:00,12.6343,Nippon India Gold Savings Dir Gr,Domestic
19-06-2017 00:00,12.6513,Nippon India Gold Savings Dir Gr,Domestic
16-06-2017 00:00,12.6953,Nippon India Gold Savings Dir Gr,Domestic
15-06-2017 00:00,12.7248,Nippon India Gold Savings Dir Gr,Domestic
14-06-2017 00:00,12.747,Nippon India Gold Savings Dir Gr,Domestic
13-06-2017 00:00,12.7528,Nippon India Gold Savings Dir Gr,Domestic
12-06-2017 00:00,12.7951,Nippon India Gold Savings Dir Gr,Domestic
09-06-2017 00:00,12.8172,Nippon India Gold Savings Dir Gr,Domestic
08-06-2017 00:00,12.9163,Nippon India Gold Savings Dir Gr,Domestic
07-06-2017 00:00,12.9504,Nippon India Gold Savings Dir Gr,Domestic
06-06-2017 00:00,12.9711,Nippon India Gold Savings Dir Gr,Domestic
05-06-2017 00:00,12.9047,Nippon India Gold Savings Dir Gr,Domestic
02-06-2017 00:00,12.7315,Nippon India Gold Savings Dir Gr,Domestic
01-06-2017 00:00,12.7859,Nippon India Gold Savings Dir Gr,Domestic
31-05-2017 00:00,12.7338,Nippon India Gold Savings Dir Gr,Domestic
30-05-2017 00:00,12.7868,Nippon India Gold Savings Dir Gr,Domestic
29-05-2017 00:00,12.7881,Nippon India Gold Savings Dir Gr,Domestic
26-05-2017 00:00,12.7943,Nippon India Gold Savings Dir Gr,Domestic
25-05-2017 00:00,12.7009,Nippon India Gold Savings Dir Gr,Domestic
24-05-2017 00:00,12.7614,Nippon India Gold Savings Dir Gr,Domestic
23-05-2017 00:00,12.8328,Nippon India Gold Savings Dir Gr,Domestic
22-05-2017 00:00,12.7355,Nippon India Gold Savings Dir Gr,Domestic
19-05-2017 00:00,12.7555,Nippon India Gold Savings Dir Gr,Domestic
18-05-2017 00:00,12.8027,Nippon India Gold Savings Dir Gr,Domestic
17-05-2017 00:00,12.5463,Nippon India Gold Savings Dir Gr,Domestic
16-05-2017 00:00,12.4585,Nippon India Gold Savings Dir Gr,Domestic
15-05-2017 00:00,12.4432,Nippon India Gold Savings Dir Gr,Domestic
12-05-2017 00:00,12.4288,Nippon India Gold Savings Dir Gr,Domestic
11-05-2017 00:00,12.4111,Nippon India Gold Savings Dir Gr,Domestic
10-05-2017 00:00,12.4867,Nippon India Gold Savings Dir Gr,Domestic
09-05-2017 00:00,12.5019,Nippon India Gold Savings Dir Gr,Domestic
08-05-2017 00:00,12.5092,Nippon India Gold Savings Dir Gr,Domestic
05-05-2017 00:00,12.6086,Nippon India Gold Savings Dir Gr,Domestic
04-05-2017 00:00,12.5505,Nippon India Gold Savings Dir Gr,Domestic
03-05-2017 00:00,12.6994,Nippon India Gold Savings Dir Gr,Domestic
02-05-2017 00:00,12.7325,Nippon India Gold Savings Dir Gr,Domestic
28-04-2017 00:00,12.8431,Nippon India Gold Savings Dir Gr,Domestic
27-04-2017 00:00,12.8078,Nippon India Gold Savings Dir Gr,Domestic
26-04-2017 00:00,12.811,Nippon India Gold Savings Dir Gr,Domestic
25-04-2017 00:00,12.8855,Nippon India Gold Savings Dir Gr,Domestic
24-04-2017 00:00,12.9131,Nippon India Gold Savings Dir Gr,Domestic
21-04-2017 00:00,13.02,Nippon India Gold Savings Dir Gr,Domestic
20-04-2017 00:00,12.979,Nippon India Gold Savings Dir Gr,Domestic
19-04-2017 00:00,12.9776,Nippon India Gold Savings Dir Gr,Domestic
18-04-2017 00:00,13.0325,Nippon India Gold Savings Dir Gr,Domestic
17-04-2017 00:00,13.0374,Nippon India Gold Savings Dir Gr,Domestic
13-04-2017 00:00,13.0252,Nippon India Gold Savings Dir Gr,Domestic
12-04-2017 00:00,12.9384,Nippon India Gold Savings Dir Gr,Domestic
11-04-2017 00:00,12.7733,Nippon India Gold Savings Dir Gr,Domestic
10-04-2017 00:00,12.7491,Nippon India Gold Savings Dir Gr,Domestic
07-04-2017 00:00,12.8971,Nippon India Gold Savings Dir Gr,Domestic
06-04-2017 00:00,12.838,Nippon India Gold Savings Dir Gr,Domestic
05-04-2017 00:00,12.8277,Nippon India Gold Savings Dir Gr,Domestic
03-04-2017 00:00,12.6873,Nippon India Gold Savings Dir Gr,Domestic
31-03-2017 00:00,12.7098,Nippon India Gold Savings Dir Gr,Domestic
30-03-2017 00:00,12.779,Nippon India Gold Savings Dir Gr,Domestic
29-03-2017 00:00,12.7882,Nippon India Gold Savings Dir Gr,Domestic
28-03-2017 00:00,12.8097,Nippon India Gold Savings Dir Gr,Domestic
27-03-2017 00:00,12.856,Nippon India Gold Savings Dir Gr,Domestic
24-03-2017 00:00,12.8118,Nippon India Gold Savings Dir Gr,Domestic
23-03-2017 00:00,12.8349,Nippon India Gold Savings Dir Gr,Domestic
22-03-2017 00:00,12.8179,Nippon India Gold Savings Dir Gr,Domestic
21-03-2017 00:00,12.6782,Nippon India Gold Savings Dir Gr,Domestic
20-03-2017 00:00,12.6727,Nippon India Gold Savings Dir Gr,Domestic
17-03-2017 00:00,12.6435,Nippon India Gold Savings Dir Gr,Domestic
16-03-2017 00:00,12.6303,Nippon India Gold Savings Dir Gr,Domestic
15-03-2017 00:00,12.4677,Nippon India Gold Savings Dir Gr,Domestic
14-03-2017 00:00,12.6286,Nippon India Gold Savings Dir Gr,Domestic
10-03-2017 00:00,12.7039,Nippon India Gold Savings Dir Gr,Domestic
09-03-2017 00:00,12.7688,Nippon India Gold Savings Dir Gr,Domestic
08-03-2017 00:00,12.7915,Nippon India Gold Savings Dir Gr,Domestic
07-03-2017 00:00,12.9228,Nippon India Gold Savings Dir Gr,Domestic
06-03-2017 00:00,13.008,Nippon India Gold Savings Dir Gr,Domestic
03-03-2017 00:00,12.9507,Nippon India Gold Savings Dir Gr,Domestic
02-03-2017 00:00,13.0714,Nippon India Gold Savings Dir Gr,Domestic
01-03-2017 00:00,13.1031,Nippon India Gold Savings Dir Gr,Domestic
28-02-2017 00:00,13.1466,Nippon India Gold Savings Dir Gr,Domestic
27-02-2017 00:00,13.174,Nippon India Gold Savings Dir Gr,Domestic
23-02-2017 00:00,13.0713,Nippon India Gold Savings Dir Gr,Domestic
22-02-2017 00:00,13.0764,Nippon India Gold Savings Dir Gr,Domestic
21-02-2017 00:00,12.9376,Nippon India Gold Savings Dir Gr,Domestic
20-02-2017 00:00,13.0269,Nippon India Gold Savings Dir Gr,Domestic
17-02-2017 00:00,13.0706,Nippon India Gold Savings Dir Gr,Domestic
16-02-2017 00:00,12.9828,Nippon India Gold Savings Dir Gr,Domestic
15-02-2017 00:00,12.8858,Nippon India Gold Savings Dir Gr,Domestic
14-02-2017 00:00,12.9344,Nippon India Gold Savings Dir Gr,Domestic
13-02-2017 00:00,12.8724,Nippon India Gold Savings Dir Gr,Domestic
10-02-2017 00:00,12.9087,Nippon India Gold Savings Dir Gr,Domestic
09-02-2017 00:00,13.0577,Nippon India Gold Savings Dir Gr,Domestic
08-02-2017 00:00,13.109,Nippon India Gold Savings Dir Gr,Domestic
07-02-2017 00:00,13.0796,Nippon India Gold Savings Dir Gr,Domestic
06-02-2017 00:00,12.912,Nippon India Gold Savings Dir Gr,Domestic
03-02-2017 00:00,12.8669,Nippon India Gold Savings Dir Gr,Domestic
02-02-2017 00:00,12.9159,Nippon India Gold Savings Dir Gr,Domestic
01-02-2017 00:00,12.8618,Nippon India Gold Savings Dir Gr,Domestic
31-01-2017 00:00,12.8005,Nippon India Gold Savings Dir Gr,Domestic
30-01-2017 00:00,12.6854,Nippon India Gold Savings Dir Gr,Domestic
27-01-2017 00:00,12.7561,Nippon India Gold Savings Dir Gr,Domestic
25-01-2017 00:00,12.9051,Nippon India Gold Savings Dir Gr,Domestic
24-01-2017 00:00,12.9739,Nippon India Gold Savings Dir Gr,Domestic
23-01-2017 00:00,12.9749,Nippon India Gold Savings Dir Gr,Domestic
20-01-2017 00:00,12.9863,Nippon India Gold Savings Dir Gr,Domestic
19-01-2017 00:00,12.9743,Nippon India Gold Savings Dir Gr,Domestic
18-01-2017 00:00,13.068,Nippon India Gold Savings Dir Gr,Domestic
17-01-2017 00:00,13.0398,Nippon India Gold Savings Dir Gr,Domestic
16-01-2017 00:00,12.9393,Nippon India Gold Savings Dir Gr,Domestic
13-01-2017 00:00,12.8708,Nippon India Gold Savings Dir Gr,Domestic
12-01-2017 00:00,12.9014,Nippon India Gold Savings Dir Gr,Domestic
11-01-2017 00:00,12.8159,Nippon India Gold Savings Dir Gr,Domestic
10-01-2017 00:00,12.7245,Nippon India Gold Savings Dir Gr,Domestic
09-01-2017 00:00,12.6745,Nippon India Gold Savings Dir Gr,Domestic
06-01-2017 00:00,12.6451,Nippon India Gold Savings Dir Gr,Domestic
05-01-2017 00:00,12.6443,Nippon India Gold Savings Dir Gr,Domestic
04-01-2017 00:00,12.5716,Nippon India Gold Savings Dir Gr,Domestic
03-01-2017 00:00,12.3923,Nippon India Gold Savings Dir Gr,Domestic
02-01-2017 00:00,12.4513,Nippon India Gold Savings Dir Gr,Domestic
30-12-2016 00:00,12.4816,Nippon India Gold Savings Dir Gr,Domestic
29-12-2016 00:00,12.3949,Nippon India Gold Savings Dir Gr,Domestic
28-12-2016 00:00,12.3961,Nippon India Gold Savings Dir Gr,Domestic
27-12-2016 00:00,12.2907,Nippon India Gold Savings Dir Gr,Domestic
26-12-2016 00:00,12.1692,Nippon India Gold Savings Dir Gr,Domestic
23-12-2016 00:00,12.1031,Nippon India Gold Savings Dir Gr,Domestic
22-12-2016 00:00,12.1099,Nippon India Gold Savings Dir Gr,Domestic
21-12-2016 00:00,12.1773,Nippon India Gold Savings Dir Gr,Domestic
20-12-2016 00:00,12.1829,Nippon India Gold Savings Dir Gr,Domestic
19-12-2016 00:00,12.212,Nippon India Gold Savings Dir Gr,Domestic
16-12-2016 00:00,12.174,Nippon India Gold Savings Dir Gr,Domestic
15-12-2016 00:00,12.3132,Nippon India Gold Savings Dir Gr,Domestic
14-12-2016 00:00,12.4249,Nippon India Gold Savings Dir Gr,Domestic
13-12-2016 00:00,12.4509,Nippon India Gold Savings Dir Gr,Domestic
12-12-2016 00:00,12.4908,Nippon India Gold Savings Dir Gr,Domestic
09-12-2016 00:00,12.5266,Nippon India Gold Savings Dir Gr,Domestic
08-12-2016 00:00,12.6102,Nippon India Gold Savings Dir Gr,Domestic
07-12-2016 00:00,12.5694,Nippon India Gold Savings Dir Gr,Domestic
06-12-2016 00:00,12.6151,Nippon India Gold Savings Dir Gr,Domestic
05-12-2016 00:00,12.5757,Nippon India Gold Savings Dir Gr,Domestic
02-12-2016 00:00,12.6273,Nippon India Gold Savings Dir Gr,Domestic
01-12-2016 00:00,12.7351,Nippon India Gold Savings Dir Gr,Domestic
30-11-2016 00:00,12.8778,Nippon India Gold Savings Dir Gr,Domestic
29-11-2016 00:00,12.92,Nippon India Gold Savings Dir Gr,Domestic
28-11-2016 00:00,12.9277,Nippon India Gold Savings Dir Gr,Domestic
25-11-2016 00:00,12.8227,Nippon India Gold Savings Dir Gr,Domestic
24-11-2016 00:00,12.9746,Nippon India Gold Savings Dir Gr,Domestic
23-11-2016 00:00,13.0154,Nippon India Gold Savings Dir Gr,Domestic
22-11-2016 00:00,13.0009,Nippon India Gold Savings Dir Gr,Domestic
21-11-2016 00:00,12.9495,Nippon India Gold Savings Dir Gr,Domestic
18-11-2016 00:00,12.8908,Nippon India Gold Savings Dir Gr,Domestic
17-11-2016 00:00,13.167,Nippon India Gold Savings Dir Gr,Domestic
16-11-2016 00:00,13.3258,Nippon India Gold Savings Dir Gr,Domestic
15-11-2016 00:00,13.3433,Nippon India Gold Savings Dir Gr,Domestic
11-11-2016 00:00,13.4071,Nippon India Gold Savings Dir Gr,Domestic
10-11-2016 00:00,13.6358,Nippon India Gold Savings Dir Gr,Domestic
09-11-2016 00:00,13.6979,Nippon India Gold Savings Dir Gr,Domestic
08-11-2016 00:00,13.4874,Nippon India Gold Savings Dir Gr,Domestic
07-11-2016 00:00,13.449,Nippon India Gold Savings Dir Gr,Domestic
04-11-2016 00:00,13.781,Nippon India Gold Savings Dir Gr,Domestic
03-11-2016 00:00,13.7082,Nippon India Gold Savings Dir Gr,Domestic
02-11-2016 00:00,13.6628,Nippon India Gold Savings Dir Gr,Domestic
01-11-2016 00:00,13.7557,Nippon India Gold Savings Dir Gr,Domestic
28-10-2016 00:00,13.5484,Nippon India Gold Savings Dir Gr,Domestic
27-10-2016 00:00,13.6587,Nippon India Gold Savings Dir Gr,Domestic
26-10-2016 00:00,13.6724,Nippon India Gold Savings Dir Gr,Domestic
25-10-2016 00:00,13.4789,Nippon India Gold Savings Dir Gr,Domestic
24-10-2016 00:00,13.3109,Nippon India Gold Savings Dir Gr,Domestic
21-10-2016 00:00,13.3838,Nippon India Gold Savings Dir Gr,Domestic
20-10-2016 00:00,13.4144,Nippon India Gold Savings Dir Gr,Domestic
19-10-2016 00:00,13.4365,Nippon India Gold Savings Dir Gr,Domestic
18-10-2016 00:00,13.3944,Nippon India Gold Savings Dir Gr,Domestic
17-10-2016 00:00,13.3844,Nippon India Gold Savings Dir Gr,Domestic
14-10-2016 00:00,13.5899,Nippon India Gold Savings Dir Gr,Domestic
13-10-2016 00:00,13.5641,Nippon India Gold Savings Dir Gr,Domestic
10-10-2016 00:00,13.6309,Nippon India Gold Savings Dir Gr,Domestic
07-10-2016 00:00,13.4631,Nippon India Gold Savings Dir Gr,Domestic
06-10-2016 00:00,13.6983,Nippon India Gold Savings Dir Gr,Domestic
05-10-2016 00:00,13.8157,Nippon India Gold Savings Dir Gr,Domestic
04-10-2016 00:00,13.7967,Nippon India Gold Savings Dir Gr,Domestic
03-10-2016 00:00,13.839,Nippon India Gold Savings Dir Gr,Domestic
30-09-2016 00:00,13.9598,Nippon India Gold Savings Dir Gr,Domestic
29-09-2016 00:00,13.8415,Nippon India Gold Savings Dir Gr,Domestic
28-09-2016 00:00,13.7532,Nippon India Gold Savings Dir Gr,Domestic
27-09-2016 00:00,13.8113,Nippon India Gold Savings Dir Gr,Domestic
26-09-2016 00:00,13.8269,Nippon India Gold Savings Dir Gr,Domestic
23-09-2016 00:00,13.9231,Nippon India Gold Savings Dir Gr,Domestic
22-09-2016 00:00,13.8909,Nippon India Gold Savings Dir Gr,Domestic
21-09-2016 00:00,13.8287,Nippon India Gold Savings Dir Gr,Domestic
20-09-2016 00:00,13.7402,Nippon India Gold Savings Dir Gr,Domestic
19-09-2016 00:00,13.7538,Nippon India Gold Savings Dir Gr,Domestic
16-09-2016 00:00,13.7601,Nippon India Gold Savings Dir Gr,Domestic
15-09-2016 00:00,13.7154,Nippon India Gold Savings Dir Gr,Domestic
14-09-2016 00:00,13.7809,Nippon India Gold Savings Dir Gr,Domestic
12-09-2016 00:00,13.7852,Nippon India Gold Savings Dir Gr,Domestic
09-09-2016 00:00,13.7281,Nippon India Gold Savings Dir Gr,Domestic
08-09-2016 00:00,13.7944,Nippon India Gold Savings Dir Gr,Domestic
07-09-2016 00:00,13.7964,Nippon India Gold Savings Dir Gr,Domestic
06-09-2016 00:00,13.6675,Nippon India Gold Savings Dir Gr,Domestic
02-09-2016 00:00,13.6145,Nippon India Gold Savings Dir Gr,Domestic
01-09-2016 00:00,13.5896,Nippon India Gold Savings Dir Gr,Domestic
